Location,NAICS Code,NAICS Description,Total CBP and NES Establishments,CBP Establishments Percentage,NES Establishments Percentage,CBP Establishments
"AndersonCounty,Kentucky",7225,Restaurants and Other Eating Places,39,69.2,30.8,27
"BallardCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,6
"BarrenCounty,Kentucky",7225,Restaurants and Other Eating Places,86,84.9,15.1,73
"BellCounty,Kentucky",7225,Restaurants and Other Eating Places,46,87,13,40
"BooneCounty,Kentucky",7225,Restaurants and Other Eating Places,267,93.3,6.7,249
"BourbonCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,28
"BoydCounty,Kentucky",7225,Restaurants and Other Eating Places,118,94.9,5.1,112
"BoyleCounty,Kentucky",7225,Restaurants and Other Eating Places,53,92.5,7.5,49
"BrackenCounty,Kentucky",7225,Restaurants and Other Eating Places,14,57.1,42.9,8
"BreathittCounty,Kentucky",7225,Restaurants and Other Eating Places,13,61.5,38.5,8
"BreckinridgeCounty,Kentucky",7225,Restaurants and Other Eating Places,19,68.4,31.6,13
"BullittCounty,Kentucky",7225,Restaurants and Other Eating Places,71,90.1,9.9,64
"ButlerCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,11
"CaldwellCounty,Kentucky",7225,Restaurants and Other Eating Places,28,85.7,14.3,24
"CallowayCounty,Kentucky",7225,Restaurants and Other Eating Places,81,86.4,13.6,70
"CampbellCounty,Kentucky",7225,Restaurants and Other Eating Places,174,93.1,6.9,162
"CarlisleCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,7
"CarrollCounty,Kentucky",7225,Restaurants and Other Eating Places,24,75,25,18
"CarterCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,33
"CaseyCounty,Kentucky",7225,Restaurants and Other Eating Places,13,76.9,23.1,10
"ChristianCounty,Kentucky",7225,Restaurants and Other Eating Places,109,88.1,11.9,96
"ClarkCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,53
"ClayCounty,Kentucky",7225,Restaurants and Other Eating Places,20,85,15,17
"ClintonCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,15
"CumberlandCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,6
"DaviessCounty,Kentucky",7225,Restaurants and Other Eating Places,176,87.5,12.5,154
"EdmonsonCounty,Kentucky",7225,Restaurants and Other Eating Places,14,64.3,35.7,9
"EstillCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,17
"FayetteCounty,Kentucky",7225,Restaurants and Other Eating Places,709,91.5,8.5,649
"FlemingCounty,Kentucky",7225,Restaurants and Other Eating Places,10,60,40,6
"FloydCounty,Kentucky",7225,Restaurants and Other Eating Places,53,81.1,18.9,43
"FranklinCounty,Kentucky",7225,Restaurants and Other Eating Places,99,87.9,12.1,87
"FultonCounty,Kentucky",7225,Restaurants and Other Eating Places,12,75,25,9
"GallatinCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,6
"GarrardCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,9
"GrantCounty,Kentucky",7225,Restaurants and Other Eating Places,33,90.9,9.1,30
"GravesCounty,Kentucky",7225,Restaurants and Other Eating Places,49,85.7,14.3,42
"GraysonCounty,Kentucky",7225,Restaurants and Other Eating Places,33,78.8,21.2,26
"GreenCounty,Kentucky",7225,Restaurants and Other Eating Places,15,66.7,33.3,10
"GreenupCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,33
"HancockCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,5
"HardinCounty,Kentucky",7225,Restaurants and Other Eating Places,166,92.2,7.8,153
"HarlanCounty,Kentucky",7225,Restaurants and Other Eating Places,34,91.2,8.8,31
"HarrisonCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,22
"HartCounty,Kentucky",7225,Restaurants and Other Eating Places,21,61.9,38.1,13
"HendersonCounty,Kentucky",7225,Restaurants and Other Eating Places,73,91.8,8.2,67
"HenryCounty,Kentucky",7225,Restaurants and Other Eating Places,18,83.3,16.7,15
"HopkinsCounty,Kentucky",7225,Restaurants and Other Eating Places,78,79.5,20.5,62
"JeffersonCounty,Kentucky",7225,Restaurants and Other Eating Places,"1,581",91,9,"1,438"
"JessamineCounty,Kentucky",7225,Restaurants and Other Eating Places,88,86.4,13.6,76
"JohnsonCounty,Kentucky",7225,Restaurants and Other Eating Places,35,88.6,11.4,31
"KentonCounty,Kentucky",7225,Restaurants and Other Eating Places,256,89.8,10.2,230
"KnottCounty,Kentucky",7225,Restaurants and Other Eating Places,15,60,40,9
"KnoxCounty,Kentucky",7225,Restaurants and Other Eating Places,45,80,20,36
"LarueCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,11
"LaurelCounty,Kentucky",7225,Restaurants and Other Eating Places,92,90.2,9.8,83
"LawrenceCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,17
"LeeCounty,Kentucky",7225,Restaurants and Other Eating Places,10,40,60,4
"LeslieCounty,Kentucky",7225,Restaurants and Other Eating Places,9,44.4,55.6,4
"LetcherCounty,Kentucky",7225,Restaurants and Other Eating Places,27,74.1,25.9,20
"LewisCounty,Kentucky",7225,Restaurants and Other Eating Places,11,63.6,36.4,7
"LincolnCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,19
"LivingstonCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,7
"LoganCounty,Kentucky",7225,Restaurants and Other Eating Places,39,82.1,17.9,32
"McCrackenCounty,Kentucky",7225,Restaurants and Other Eating Places,178,92.7,7.3,165
"McCrearyCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,13
"MadisonCounty,Kentucky",7225,Restaurants and Other Eating Places,142,89.4,10.6,127
"MagoffinCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,12
"MarionCounty,Kentucky",7225,Restaurants and Other Eating Places,31,87.1,12.9,27
"MarshallCounty,Kentucky",7225,Restaurants and Other Eating Places,49,93.9,6.1,46
"MartinCounty,Kentucky",7225,Restaurants and Other Eating Places,14,78.6,21.4,11
"MasonCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,29
"MeadeCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,21
"MenifeeCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,2
"MercerCounty,Kentucky",7225,Restaurants and Other Eating Places,29,82.8,17.2,24
"MetcalfeCounty,Kentucky",7225,Restaurants and Other Eating Places,14,57.1,42.9,8
"MonroeCounty,Kentucky",7225,Restaurants and Other Eating Places,21,81,19,17
"MontgomeryCounty,Kentucky",7225,Restaurants and Other Eating Places,45,88.9,11.1,40
"MorganCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,7
"MuhlenbergCounty,Kentucky",7225,Restaurants and Other Eating Places,48,79.2,20.8,38
"NelsonCounty,Kentucky",7225,Restaurants and Other Eating Places,63,85.7,14.3,54
"NicholasCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,6
"OhioCounty,Kentucky",7225,Restaurants and Other Eating Places,37,73,27,27
"OldhamCounty,Kentucky",7225,Restaurants and Other Eating Places,71,87.3,12.7,62
"OwsleyCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,1
"PendletonCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,9
"PerryCounty,Kentucky",7225,Restaurants and Other Eating Places,45,82.2,17.8,37
"PikeCounty,Kentucky",7225,Restaurants and Other Eating Places,94,87.2,12.8,82
"PowellCounty,Kentucky",7225,Restaurants and Other Eating Places,19,78.9,21.1,15
"PulaskiCounty,Kentucky",7225,Restaurants and Other Eating Places,98,86.7,13.3,85
"RockcastleCounty,Kentucky",7225,Restaurants and Other Eating Places,19,84.2,15.8,16
"RowanCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,40
"RussellCounty,Kentucky",7225,Restaurants and Other Eating Places,25,88,12,22
"ScottCounty,Kentucky",7225,Restaurants and Other Eating Places,84,89.3,10.7,75
"ShelbyCounty,Kentucky",7225,Restaurants and Other Eating Places,65,83.1,16.9,54
"SimpsonCounty,Kentucky",7225,Restaurants and Other Eating Places,40,90,10,36
"SpencerCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,14
"TaylorCounty,Kentucky",7225,Restaurants and Other Eating Places,33,90.9,9.1,30
"ToddCounty,Kentucky",7225,Restaurants and Other Eating Places,16,56.3,43.8,9
"TriggCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,16
"UnionCounty,Kentucky",7225,Restaurants and Other Eating Places,24,87.5,12.5,21
"WarrenCounty,Kentucky",7225,Restaurants and Other Eating Places,250,86.8,13.2,217
"WashingtonCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,12
"WebsterCounty,Kentucky",7225,Restaurants and Other Eating Places,15,80,20,12
"WhitleyCounty,Kentucky",7225,Restaurants and Other Eating Places,D,D,D,54
"WolfeCounty,Kentucky",7225,Restaurants and Other Eating Places,S,S,S,4
"WoodfordCounty,Kentucky",7225,Restaurants and Other Eating Places,40,87.5,12.5,35
"AcadiaParishCounty,Louisiana",7225,Restaurants and Other Eating Places,88,69.3,30.7,61
"AllenParishCounty,Louisiana",7225,Restaurants and Other Eating Places,25,76,24,19
"AscensionParishCounty,Louisiana",7225,Restaurants and Other Eating Places,185,85.9,14.1,159
"AssumptionParishCounty,Louisiana",7225,Restaurants and Other Eating Places,12,75,25,9
"AvoyellesParishCounty,Louisiana",7225,Restaurants and Other Eating Places,48,58.3,41.7,28
"BeauregardParishCounty,Louisiana",7225,Restaurants and Other Eating Places,48,70.8,29.2,34
"BienvilleParishCounty,Louisiana",7225,Restaurants and Other Eating Places,D,D,D,12
"BossierParishCounty,Louisiana",7225,Restaurants and Other Eating Places,231,89.6,10.4,207
"CaddoParishCounty,Louisiana",7225,Restaurants and Other Eating Places,460,84.6,15.4,389
"CalcasieuParishCounty,Louisiana",7225,Restaurants and Other Eating Places,379,79.4,20.6,301
"CaldwellParishCounty,Louisiana",7225,Restaurants and Other Eating Places,D,D,D,9
"CameronParishCounty,Louisiana",7225,Restaurants and Other Eating Places,13,23.1,76.9,3
"CatahoulaParishCounty,Louisiana",7225,Restaurants and Other Eating Places,11,54.5,45.5,6
"ClaiborneParishCounty,Louisiana",7225,Restaurants and Other Eating Places,13,76.9,23.1,10
"ConcordiaParishCounty,Louisiana",7225,Restaurants and Other Eating Places,29,75.9,24.1,22
"DeSotoParishCounty,Louisiana",7225,Restaurants and Other Eating Places,32,71.9,28.1,23
"EastBatonRougeParishCounty,Louisiana",7225,Restaurants and Other Eating Places,959,84.8,15.2,813
"EastCarrollParishCounty,Louisiana",7225,Restaurants and Other Eating Places,13,46.2,53.8,6
"EastFelicianaParishCounty,Louisiana",7225,Restaurants and Other Eating Places,19,63.2,36.8,12
"EvangelineParishCounty,Louisiana",7225,Restaurants and Other Eating Places,27,59.3,40.7,16
"FranklinParishCounty,Louisiana",7225,Restaurants and Other Eating Places,26,73.1,26.9,19
"GrantParishCounty,Louisiana",7225,Restaurants and Other Eating Places,5,20,80,1
"IberiaParishCounty,Louisiana",7225,Restaurants and Other Eating Places,109,71.6,28.4,78
"IbervilleParishCounty,Louisiana",7225,Restaurants and Other Eating Places,43,65.1,34.9,28
"JacksonParishCounty,Louisiana",7225,Restaurants and Other Eating Places,D,D,D,13
"JeffersonParishCounty,Louisiana",7225,Restaurants and Other Eating Places,"1,080",76.9,23.1,831
"JeffersonDavisParishCounty,Louisiana",7225,Restaurants and Other Eating Places,48,87.5,12.5,42
"LafayetteParishCounty,Louisiana",7225,Restaurants and Other Eating Places,629,79,21,497
"LafourcheParishCounty,Louisiana",7225,Restaurants and Other Eating Places,136,73.5,26.5,100
"LaSalleParishCounty,Louisiana",7225,Restaurants and Other Eating Places,25,68,32,17
"LincolnParishCounty,Louisiana",7225,Restaurants and Other Eating Places,89,86.5,13.5,77
"LivingstonParishCounty,Louisiana",7225,Restaurants and Other Eating Places,189,74.6,25.4,141
"MadisonParishCounty,Louisiana",7225,Restaurants and Other Eating Places,D,D,D,9
"MorehouseParishCounty,Louisiana",7225,Restaurants and Other Eating Places,D,D,D,22
"NatchitochesParishCounty,Louisiana",7225,Restaurants and Other Eating Places,61,85.2,14.8,52
"OrleansParishCounty,Louisiana",7225,Restaurants and Other Eating Places,"1,163",81.1,18.9,943
"OuachitaParishCounty,Louisiana",7225,Restaurants and Other Eating Places,293,81.6,18.4,239
"PlaqueminesParishCounty,Louisiana",7225,Restaurants and Other Eating Places,52,63.5,36.5,33
"PointeCoupeeParishCounty,Louisiana",7225,Restaurants and Other Eating Places,31,64.5,35.5,20
"RapidesParishCounty,Louisiana",7225,Restaurants and Other Eating Places,227,81.9,18.1,186
"RedRiverParishCounty,Louisiana",7225,Restaurants and Other Eating Places,11,63.6,36.4,7
"RichlandParishCounty,Louisiana",7225,Restaurants and Other Eating Places,27,63,37,17
"SabineParishCounty,Louisiana",7225,Restaurants and Other Eating Places,26,69.2,30.8,18
"St.BernardParishCounty,Louisiana",7225,Restaurants and Other Eating Places,86,73.3,26.7,63
"St.CharlesParishCounty,Louisiana",7225,Restaurants and Other Eating Places,84,73.8,26.2,62
"St.HelenaParishCounty,Louisiana",7225,Restaurants and Other Eating Places,D,D,D,2
"St.JamesParishCounty,Louisiana",7225,Restaurants and Other Eating Places,D,D,D,21
"St.JohntheBaptistParishCounty,Louisiana",7225,Restaurants and Other Eating Places,74,78.4,21.6,58
"St.LandryParishCounty,Louisiana",7225,Restaurants and Other Eating Places,110,67.3,32.7,74
"St.MartinParishCounty,Louisiana",7225,Restaurants and Other Eating Places,81,65.4,34.6,53
"St.MaryParishCounty,Louisiana",7225,Restaurants and Other Eating Places,96,77.1,22.9,74
"St.TammanyParishCounty,Louisiana",7225,Restaurants and Other Eating Places,555,87.2,12.8,484
"TangipahoaParishCounty,Louisiana",7225,Restaurants and Other Eating Places,239,80.8,19.2,193
"TensasParishCounty,Louisiana",7225,Restaurants and Other Eating Places,6,50,50,3
"TerrebonneParishCounty,Louisiana",7225,Restaurants and Other Eating Places,219,85.8,14.2,188
"UnionParishCounty,Louisiana",7225,Restaurants and Other Eating Places,32,46.9,53.1,15
"VermilionParishCounty,Louisiana",7225,Restaurants and Other Eating Places,75,64,36,48
"VernonParishCounty,Louisiana",7225,Restaurants and Other Eating Places,63,81,19,51
"WashingtonParishCounty,Louisiana",7225,Restaurants and Other Eating Places,73,64.4,35.6,47
"WebsterParishCounty,Louisiana",7225,Restaurants and Other Eating Places,64,76.6,23.4,49
"WestBatonRougeParishCounty,Louisiana",7225,Restaurants and Other Eating Places,56,73.2,26.8,41
"WestCarrollParishCounty,Louisiana",7225,Restaurants and Other Eating Places,D,D,D,8
"WestFelicianaParishCounty,Louisiana",7225,Restaurants and Other Eating Places,19,73.7,26.3,14
"WinnParishCounty,Louisiana",7225,Restaurants and Other Eating Places,15,80,20,12
"AndroscogginCounty,Maine",7225,Restaurants and Other Eating Places,199,91.5,8.5,182
"AroostookCounty,Maine",7225,Restaurants and Other Eating Places,127,88.2,11.8,112
"CumberlandCounty,Maine",7225,Restaurants and Other Eating Places,850,93.3,6.7,793
"FranklinCounty,Maine",7225,Restaurants and Other Eating Places,78,91,9,71
"HancockCounty,Maine",7225,Restaurants and Other Eating Places,202,89.6,10.4,181
"KennebecCounty,Maine",7225,Restaurants and Other Eating Places,230,92.6,7.4,213
"KnoxCounty,Maine",7225,Restaurants and Other Eating Places,128,92.2,7.8,118
"LincolnCounty,Maine",7225,Restaurants and Other Eating Places,107,94.4,5.6,101
"OxfordCounty,Maine",7225,Restaurants and Other Eating Places,108,86.1,13.9,93
"PenobscotCounty,Maine",7225,Restaurants and Other Eating Places,259,92.3,7.7,239
"PiscataquisCounty,Maine",7225,Restaurants and Other Eating Places,D,D,D,35
"SagadahocCounty,Maine",7225,Restaurants and Other Eating Places,71,91.5,8.5,65
"SomersetCounty,Maine",7225,Restaurants and Other Eating Places,80,82.5,17.5,66
"WaldoCounty,Maine",7225,Restaurants and Other Eating Places,69,89.9,10.1,62
"WashingtonCounty,Maine",7225,Restaurants and Other Eating Places,65,81.5,18.5,53
"YorkCounty,Maine",7225,Restaurants and Other Eating Places,550,90.7,9.3,499
"AlleganyCounty,Maryland",7225,Restaurants and Other Eating Places,133,92.5,7.5,123
"AnneArundelCounty,Maryland",7225,Restaurants and Other Eating Places,"1,142",89.1,10.9,"1,018"
"BaltimoreCounty,Maryland",7225,Restaurants and Other Eating Places,"1,538",86.9,13.1,"1,337"
"CalvertCounty,Maryland",7225,Restaurants and Other Eating Places,139,89.9,10.1,125
"CarolineCounty,Maryland",7225,Restaurants and Other Eating Places,35,80,20,28
"CarrollCounty,Maryland",7225,Restaurants and Other Eating Places,283,91.5,8.5,259
"CecilCounty,Maryland",7225,Restaurants and Other Eating Places,144,88.9,11.1,128
"CharlesCounty,Maryland",7225,Restaurants and Other Eating Places,240,86.7,13.3,208
"DorchesterCounty,Maryland",7225,Restaurants and Other Eating Places,53,81.1,18.9,43
"FrederickCounty,Maryland",7225,Restaurants and Other Eating Places,442,90,10,398
"GarrettCounty,Maryland",7225,Restaurants and Other Eating Places,65,90.8,9.2,59
"HarfordCounty,Maryland",7225,Restaurants and Other Eating Places,383,89,11,341
"HowardCounty,Maryland",7225,Restaurants and Other Eating Places,602,83.6,16.4,503
"KentCounty,Maryland",7225,Restaurants and Other Eating Places,48,91.7,8.3,44
"MontgomeryCounty,Maryland",7225,Restaurants and Other Eating Places,"2,042",81.1,18.9,"1,657"
"PrinceGeorge'sCounty,Maryland",7225,Restaurants and Other Eating Places,"1,419",82.9,17.1,"1,176"
"QueenAnne'sCounty,Maryland",7225,Restaurants and Other Eating Places,80,92.5,7.5,74
"St.Mary'sCounty,Maryland",7225,Restaurants and Other Eating Places,168,91.1,8.9,153
"SomersetCounty,Maryland",7225,Restaurants and Other Eating Places,D,D,D,17
"TalbotCounty,Maryland",7225,Restaurants and Other Eating Places,113,89.4,10.6,101
"WashingtonCounty,Maryland",7225,Restaurants and Other Eating Places,268,88.8,11.2,238
"WicomicoCounty,Maryland",7225,Restaurants and Other Eating Places,189,86.2,13.8,163
"WorcesterCounty,Maryland",7225,Restaurants and Other Eating Places,329,92.1,7.9,303
"BaltimorecityCounty,Maryland",7225,Restaurants and Other Eating Places,"1,371",85.5,14.5,"1,172"
"BarnstableCounty,Massachusetts",7225,Restaurants and Other Eating Places,858,93.6,6.4,803
"BerkshireCounty,Massachusetts",7225,Restaurants and Other Eating Places,393,93.6,6.4,368
"BristolCounty,Massachusetts",7225,Restaurants and Other Eating Places,"1,126",92.6,7.4,"1,043"
"DukesCounty,Massachusetts",7225,Restaurants and Other Eating Places,111,87.4,12.6,97
"EssexCounty,Massachusetts",7225,Restaurants and Other Eating Places,"1,705",88.2,11.8,"1,504"
"FranklinCounty,Massachusetts",7225,Restaurants and Other Eating Places,135,88.9,11.1,120
"HampdenCounty,Massachusetts",7225,Restaurants and Other Eating Places,835,86.7,13.3,724
"HampshireCounty,Massachusetts",7225,Restaurants and Other Eating Places,347,93.7,6.3,325
"MiddlesexCounty,Massachusetts",7225,Restaurants and Other Eating Places,"3,532",90.8,9.2,"3,208"
"NantucketCounty,Massachusetts",7225,Restaurants and Other Eating Places,D,D,D,78
"NorfolkCounty,Massachusetts",7225,Restaurants and Other Eating Places,"1,505",89.7,10.3,"1,350"
"PlymouthCounty,Massachusetts",7225,Restaurants and Other Eating Places,"1,009",93.1,6.9,939
"SuffolkCounty,Massachusetts",7225,Restaurants and Other Eating Places,"2,237",91.2,8.8,"2,041"
"WorcesterCounty,Massachusetts",7225,Restaurants and Other Eating Places,"1,585",89.5,10.5,"1,418"
"AlconaCounty,Michigan",7225,Restaurants and Other Eating Places,23,73.9,26.1,17
"AlgerCounty,Michigan",7225,Restaurants and Other Eating Places,D,D,D,26
"AlleganCounty,Michigan",7225,Restaurants and Other Eating Places,180,87.8,12.2,158
